	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
982	blagar-237_run-1	blagar	237_run	b i	blag1240	beu	1519.0	RUN	237_run-2	
984	blagar-23_betelnutareca-1	blagar	23_betelnutareca	b u	blag1240	beu	217.0	BETELNUT	23_betelnutareca-0	
986	blagar-241_sand-1	blagar	241_sand	b e j	blag1240	beu	671.0	SAND	241_sand-2	
988	blagar-243_scared-1	blagar	243_scared	d a d i	blag1240	beu	3033.0	SCARED	243_scared-4	
989	blagar-244_scorpion-1	blagar	244_scorpion	p e r	blag1240	beu	1538.0	SCORPION	244_scorpion-0	
990	blagar-245_scratch-1	blagar	245_scratch	t u a	blag1240	beu	1436.0	SCRATCH	245_scratch-1	
991	blagar-246_seasaltwater-1	blagar	246_seasaltwater	t a ŋ	blag1240	beu	1474.0	SEA	246_seasaltwater-1	
992	blagar-247_searchhuntfor-1	blagar	247_searchhuntfor	r a p i ŋ	blag1240	beu	1468.0	LOOK FOR	247_searchhuntfor-0	
993	blagar-248_seed-1	blagar	248_seed	t e + k u l u	blag1240	beu	714.0	SEED	248_seed-3	
994	blagar-249_sell-1	blagar	249_sell	b a l i	blag1240	beu	1571.0	SELL	249_sell-3	
995	blagar-24_betelvine-1	blagar	24_betelvine	m a a t	blag1240	beu	177.0	BETEL PEPPER VINE	24_betelvine-0	
998	blagar-252_shark-1	blagar	252_shark	h i b i r	blag1240	beu	1110.0	SHARK	252_shark-0	
999	blagar-253_sharp-1	blagar	253_sharp	m a ŋ	blag1240	beu	1396.0	SHARP	253_sharp-0	
1000	blagar-254_shine-1	blagar	254_shine	b o l o r	blag1240	beu	708.0	SHINE	254_shine-2	
1002	blagar-256_shootwithslingshot-1	blagar	256_shootwithslingshot	k a r t a p e l	blag1240	beu	3180.0	SHOOT (WITH SLINGSHOT)	256_shootwithslingshot-4	
1003	blagar-257_short-1	blagar	257_short	t u k a ŋ	blag1240	beu	1645.0	SHORT	257_short-1	
1004	blagar-258_shoulder-1	blagar	258_shoulder	t ə b i t	blag1240	beu	1482.0	SHOULDER	258_shoulder-2	
1005	blagar-259_shyashamed-1	blagar	259_shyashamed	m ə n i j a ŋ	blag1240	beu	3805.0	SHY OR ASHAMED	259_shyashamed-4	
1007	blagar-25_big-1	blagar	25_big	l e	blag1240	beu	1202.0	BIG	25_big-3	
1008	blagar-260_sickpainful-1	blagar	260_sickpainful	d i r a	blag1240	beu	2103.0	PAINFUL OR SICK	260_sickpainful-3	
1009	blagar-261_sit-1	blagar	261_sit	m i ŋ	blag1240	beu	1416.0	SIT	261_sit-0	
1010	blagar-262_six-1	blagar	262_six	t a l i ŋ	blag1240	beu	1703.0	SIX	262_six-0	
1012	blagar-264_sky-1	blagar	264_sky	b u l a ŋ	blag1240	beu	1732.0	SKY	264_sky-0	
1013	blagar-265_slave-1	blagar	265_slave	o h o + g a i ŋ	blag1240	beu	812.0	SLAVE	265_slave-4	
1014	blagar-266_small-1	blagar	266_small	k o d d u k	blag1240	beu	1246.0	SMALL	266_small-3	
1015	blagar-267_smoke-1	blagar	267_smoke	a d + b e n a ŋ k a	blag1240	beu	778.0	SMOKE (EXHAUST)	267_smoke-0	
1016	blagar-268_smooth-1	blagar	268_smooth	d u l a	blag1240	beu	1234.0	SMOOTH	268_smooth-2	
1017	blagar-269_snake-1	blagar	269_snake	d u m i ŋ	blag1240	beu	730.0	SNAKE	269_snake-1	
1018	blagar-26_bird-1	blagar	26_bird	w u u l	blag1240	beu	937.0	BIRD	26_bird-3	
1019	blagar-270_sorewound-1	blagar	270_sorewound	b a t a	blag1240	beu	1109.0	WOUND	270_sorewound-0	
1022	blagar-272_spear-1	blagar	272_spear	ʔ a b a	blag1240	beu	945.0	SPEAR	272_spear-0	
1023	blagar-273_spider-1	blagar	273_spider	k ə r a ŋ a	blag1240	beu	843.0	SPIDER	273_spider-2	
1024	blagar-274_squatcrouch-1	blagar	274_squatcrouch	k u k u + m u d i ŋ	blag1240	beu	296.0	CROUCH	274_squatcrouch-3	
1025	blagar-275_squeeze-1	blagar	275_squeeze	p e m e k	blag1240	beu	1414.0	SQUEEZE	275_squeeze-3	
1026	blagar-276_stab-1	blagar	276_stab	dʒ a w a k	blag1240	beu	1434.0	STAB	276_stab-3	
1027	blagar-277_stand-1	blagar	277_stand	t a i	blag1240	beu	1442.0	STAND	277_stand-0	
1028	blagar-278_star-1	blagar	278_star	i i d	blag1240	beu	1430.0	STAR	278_star-2	
1029	blagar-27_bite-1	blagar	27_bite	g a k i	blag1240	beu	1403.0	BITE	27_bite-1	
1031	blagar-281_stickpole-1	blagar	281_stickpole	a w a + p u l a	blag1240	beu	1295.0	STICK	281_stickpole-3	
1032	blagar-282_stomach-1	blagar	282_stomach	t ə t o w	blag1240	beu	819.0	STOMACH	282_stomach-1	
1033	blagar-283_stone-1	blagar	283_stone	v a r	blag1240	beu	857.0	STONE	283_stone-0	
1034	blagar-284_straight-1	blagar	284_straight	m o l o ŋ	blag1240	beu	1404.0	STRAIGHT	284_straight-9	
1036	blagar-286_sugarcane-1	blagar	286_sugarcane	w u b	blag1240	beu	146.0	SUGAR CANE	286_sugarcane-1	
1037	blagar-287_sun-1	blagar	287_sun	v e d	blag1240	beu	1343.0	SUN	287_sun-0	
1038	blagar-288_sweat-1	blagar	288_sweat	t r u u ŋ	blag1240	beu	2458.0	PERSPIRE OR SWEAT	288_sweat-2	
1039	blagar-289_sweet-1	blagar	289_sweet	t e ŋ g e	blag1240	beu	717.0	SWEET	289_sweet-3	
1040	blagar-28_bitter-1	blagar	28_bitter	k a m a l a	blag1240	beu	887.0	BITTER	28_bitter-4	
1041	blagar-290_sweetpotato-1	blagar	290_sweetpotato	u + k a s i	blag1240	beu	159.0	SWEET POTATO	290_sweetpotato-4	
1042	blagar-291_swell-1	blagar	291_swell	v a r a	blag1240	beu	1573.0	SWELL	291_swell-0	
1043	blagar-292_swim-1	blagar	292_swim	t a r a	blag1240	beu	1439.0	SWIM	292_swim-0	
1044	blagar-293_tail-1	blagar	293_tail	o r a	blag1240	beu	1220.0	TAIL	293_tail-0	
1045	blagar-294_tall-1	blagar	294_tall	m ə l o l u	blag1240	beu	711.0	TALL	294_tall-4	
1046	blagar-295_taro-1	blagar	295_taro	a w g o l	blag1240	beu	351.0	TARO	295_taro-3	
1049	blagar-297_teeth-1	blagar	297_teeth	t ə v e ŋ	blag1240	beu	1380.0	TOOTH	297_teeth-0	
1050	blagar-298_ten-1	blagar	298_ten	a r n u	blag1240	beu	1515.0	TEN	298_ten-0	
1051	blagar-299_tendon-1	blagar	299_tendon	u r a t	blag1240	beu	1137.0	TENDON	299_tendon-3	
1052	blagar-29_black-1	blagar	29_black	k a n a	blag1240	beu	163.0	BLACK	29_black-0	
1055	blagar-301_thatch-1	blagar	301_thatch	v e m v e j	blag1240	beu	279.0	THATCH	301_thatch-0	
1056	blagar-302_thick-1	blagar	302_thick	p u s i	blag1240	beu	1244.0	THICK	302_thick-5	
1057	blagar-303_thin-1	blagar	303_thin	t e i l	blag1240	beu	2308.0	THIN	303_thin-2	
1061	blagar-307_three-1	blagar	307_three	t u e	blag1240	beu	492.0	THREE	307_three-2	
1062	blagar-308_thunder-1	blagar	308_thunder	l a l	blag1240	beu	1150.0	THUNDER	308_thunder-4	
1063	blagar-309_tinea-1	blagar	309_tinea	m ə n a w	blag1240	beu	1189.0	ULCER	309_tinea-1	
1066	blagar-310_tobark-1	blagar	310_tobark	v e ŋ l o t i	blag1240	beu	1206.0	BARKING	310_tobark-3	
1067	blagar-311_tobathe-1	blagar	311_tobathe	v e l a	blag1240	beu	138.0	BATHE	311_tobathe-0	
1070	blagar-314_tobreathe-1	blagar	314_tobreathe	h o p a ŋ	blag1240	beu	1407.0	BREATHE	314_tobreathe-1	
1071	blagar-315_tobury-1	blagar	315_tobury	t ə r o w	blag1240	beu	1719.0	BURY	315_tobury-2	
1072	blagar-316_toclose-1	blagar	316_toclose	v e n t e r i ŋ	blag1240	beu	1046.0	SHUT	316_toclose-0	
1074	blagar-318_tocook-1	blagar	318_tocook	n a + d o a	blag1240	beu	1100.0	COOK (SOMETHING)	318_tocook-0	
1075	blagar-319_tocount-1	blagar	319_tocount	r e k e ŋ	blag1240	beu	1420.0	COUNT	319_tocount-2	
1076	blagar-31_blood-1	blagar	31_blood	e v e	blag1240	beu	946.0	BLOOD	31_blood-0	
1078	blagar-320_tocry-1	blagar	320_tocry	b o w	blag1240	beu	1839.0	CRY	320_tocry-2	
1079	blagar-321_tocut-1	blagar	321_tocut	p a r a s	blag1240	beu	1432.0	CUT	321_tocut-3	
1081	blagar-322_tocutdown-1	blagar	322_tocutdown	h i b a	blag1240	beu	355.0	CUT DOWN	322_tocutdown-3	
1082	blagar-323_todance-1	blagar	323_todance	d a r i	blag1240	beu	1879.0	DANCE	323_todance-2	
1084	blagar-324_todie-1	blagar	324_todie	m i n a	blag1240	beu	1494.0	DIE	324_todie-0	
1085	blagar-325_todig-1	blagar	325_todig	h a n a ŋ	blag1240	beu	1418.0	DIG	325_todig-1	
1086	blagar-326_todivide-1	blagar	326_todivide	h u r a k	blag1240	beu	1119.0	DIVIDE	326_todivide-4	
1087	blagar-327_todrink-1	blagar	327_todrink	dʒ a r + n a	blag1240	beu	1401.0	DRINK	327_todrink-2	
1088	blagar-328_todrop-1	blagar	328_todrop	l o l a ŋ + h e r a	blag1240	beu	750.0	DROP	328_todrop-4	
1089	blagar-329_toeat-1	blagar	329_toeat	n a + n a	blag1240	beu	1336.0	EAT	329_toeat-0	
1091	blagar-330_tofight-1	blagar	330_tofight	t o t a	blag1240	beu	1423.0	FIGHT	330_tofight-3	
1092	blagar-331_toflow-1	blagar	331_toflow	t o t u	blag1240	beu	2003.0	FLOW	331_toflow-0	
1093	blagar-332_tofold-1	blagar	332_tofold	l e p e t	blag1240	beu	1470.0	FOLD	332_tofold-4	
1094	blagar-333_togive-1	blagar	333_togive	m e ʔ e n a ŋ	blag1240	beu	1447.0	GIVE	333_togive-0	
1095	blagar-334_toguard-1	blagar	334_toguard	g ə r e j a ŋ	blag1240	beu	1940.0	GUARD	334_toguard-3	
1096	blagar-335_tohear-1	blagar	335_tohear	v e ŋ m e	blag1240	beu	1408.0	HEAR	335_tohear-3	
1097	blagar-336_tohit-1	blagar	336_tohit	m e a ŋ	blag1240	beu	1433.0	HIT	336_tohit-4	
1098	blagar-337_tohold-1	blagar	337_tohold	p e m p i n a	blag1240	beu	1448.0	HOLD	337_tohold-0	
1099	blagar-337_tohold-1	blagar	337_tohold	p e m p i n a	blag1240	beu	1448.0	HOLD	337_tohold-0	
1100	blagar-337_tohold-1	blagar	337_tohold	p e m p i n a	blag1240	beu	1448.0	HOLD	337_tohold-0	
1101	blagar-337_tohold-1	blagar	337_tohold	p e m p i n a	blag1240	beu	1448.0	HOLD	337_tohold-0	
1102	blagar-338_tohunt-1	blagar	338_tohunt	s o w	blag1240	beu	1435.0	HUNT	338_tohunt-4	
1103	blagar-339_tokill-1	blagar	339_tokill	t e ŋ + m e a ŋ + m i n a	blag1240	beu	1417.0	KILL	339_tokill-2	
1104	blagar-33_blunt-1	blagar	33_blunt	k u m b u l	blag1240	beu	379.0	BLUNT	33_blunt-4	
1105	blagar-340_toknow-1	blagar	340_toknow	v e ŋ k r u a ŋ	blag1240	beu	3626.0	KNOW	340_toknow-0	
1106	blagar-341_tolaugh-1	blagar	341_tolaugh	j a a r	blag1240	beu	1355.0	LAUGH	341_tolaugh-1	
1107	blagar-342_tolive-1	blagar	342_tolive	b e t a	blag1240	beu	1422.0	BE ALIVE	342_tolive-3	
1108	blagar-343_toopen-1	blagar	343_toopen	b a k u ŋ	blag1240	beu	1156.0	OPEN	343_toopen-4	
1109	blagar-344_toplant1-1	blagar	344_toplant1	m u d i ŋ	blag1240	beu	1486.0	PLANT (SOMETHING)	344_toplant1-0	
1110	blagar-345_toplant2-1	blagar	345_toplant2	t a p a	blag1240	beu	nan	nan	345_toplant2-0	
1111	blagar-346_toplay-1	blagar	346_toplay	m u m a l	blag1240	beu	1413.0	PLAY	346_toplay-3	
1112	blagar-347_topound-1	blagar	347_topound	t a p a	blag1240	beu	354.0	POUND	347_topound-2	
1113	blagar-348_topull-1	blagar	348_topull	a v a k	blag1240	beu	1455.0	PULL	348_topull-3	
1114	blagar-349_topush-1	blagar	349_topush	t o b a ŋ	blag1240	beu	1452.0	PUSH	349_topush-11	
1115	blagar-34_bodyhair-1	blagar	34_bodyhair	p i m u d i	blag1240	beu	189.0	HAIR (BODY)	34_bodyhair-0	
1117	blagar-351_tosee-1	blagar	351_tosee	t e i ŋ	blag1240	beu	1409.0	SEE	351_tosee-3	
1118	blagar-352_tosing-1	blagar	352_tosing	d a r + h o j	blag1240	beu	1261.0	SING	352_tosing-0	
1120	blagar-354_tosmell-1	blagar	354_tosmell	m i m i ŋ	blag1240	beu	1586.0	SMELL (PERCEIVE)	354_tosmell-3	
1122	blagar-355_tospeak-1	blagar	355_tospeak	t u t u k	blag1240	beu	1623.0	SPEAK	355_tospeak-8	
1123	blagar-356_tospit-1	blagar	356_tospit	p u r u ŋ	blag1240	beu	1440.0	SPIT	356_tospit-0	
1124	blagar-357_tosplit-1	blagar	357_tosplit	k a j	blag1240	beu	1437.0	SPLIT	357_tosplit-0	
1125	blagar-358_tosuck-1	blagar	358_tosuck	k ə n u m u	blag1240	beu	1421.0	SUCK	358_tosuck-3	
1126	blagar-359_tothink-1	blagar	359_tothink	u k u r	blag1240	beu	2271.0	THINK	359_tothink-4	
1127	blagar-35_bone-1	blagar	35_bone	ʔ e + i r a	blag1240	beu	1394.0	BONE	35_bone-2	
1128	blagar-360_tothrow-1	blagar	360_tothrow	o d a	blag1240	beu	1456.0	THROW	360_tothrow-0	
1129	blagar-361_totie-1	blagar	361_totie	n o d a ŋ	blag1240	beu	1917.0	TIE	361_totie-0	
1131	blagar-362_toturn-1	blagar	362_toturn	e b a ŋ	blag1240	beu	1588.0	TURN	362_toturn-3	
1132	blagar-363_tovomit-1	blagar	363_tovomit	j i d a	blag1240	beu	1278.0	VOMIT	363_tovomit-3	
1133	blagar-364_towakesoup-1	blagar	364_towakesoup	a i ŋ + m i a r	blag1240	beu	3174.0	WAKE UP (SOMEONE)	364_towakesoup-3	
1135	blagar-366_towalk-1	blagar	366_towalk	l a m a r	blag1240	beu	1443.0	WALK	366_towalk-2	
1136	blagar-366_towalk-1	blagar	366_towalk	l a m a r	blag1240	beu	1443.0	WALK	366_towalk-2	
1137	blagar-367_towash-1	blagar	367_towash	n a ʔ + b e i	blag1240	beu	1453.0	WASH	367_towash-4	
1138	blagar-368_tomorrow-1	blagar	368_tomorrow	t o b a ŋ	blag1240	beu	1329.0	TOMORROW	368_tomorrow-4	
1139	blagar-369_tongue-1	blagar	369_tongue	t e dʒ e b u r	blag1240	beu	1205.0	TONGUE	369_tongue-1	
1140	blagar-36_bow-1	blagar	36_bow	u m a t	blag1240	beu	994.0	BOW	36_bow-4	
1141	blagar-371_tree-1	blagar	371_tree	t e	blag1240	beu	906.0	TREE	371_tree-0	
1142	blagar-372_turtle-1	blagar	372_turtle	dʒ a r + o b o	blag1240	beu	895.0	TORTOISE	372_turtle-3	
1146	blagar-376_two-1	blagar	376_two	a r u	blag1240	beu	1498.0	TWO	376_two-0	
1148	blagar-378_vagina-1	blagar	378_vagina	a r	blag1240	beu	1836.0	VAGINA	378_vagina-0	
1149	blagar-379_village-1	blagar	379_village	a b a ŋ	blag1240	beu	930.0	VILLAGE	379_village-0	
1150	blagar-37_branch-1	blagar	37_branch	t e + k ə r a ŋ a	blag1240	beu	1531.0	BRANCH	37_branch-2	
1151	blagar-380_wait-1	blagar	380_wait	ʔ a d i ŋ	blag1240	beu	1590.0	WAIT (FOR)	380_wait-3	
1152	blagar-381_waterfresh-1	blagar	381_waterfresh	dʒ a r	blag1240	beu	948.0	WATER	381_waterfresh-0	
1153	blagar-382_wave-1	blagar	382_wave	b u a t	blag1240	beu	978.0	WAVE	382_wave-2	
1154	blagar-383_wet-1	blagar	383_wet	m e n e s a	blag1240	beu	1726.0	WET	383_wet-3	
1155	blagar-384_whale-1	blagar	384_whale	k ə l a r u	blag1240	beu	957.0	WHALE	384_whale-3	
1156	blagar-385_white-1	blagar	385_white	m ə dʒ a	blag1240	beu	1335.0	WHITE	385_white-0	
1157	blagar-386_wide-1	blagar	386_wide	l a r a	blag1240	beu	1243.0	WIDE	386_wide-3	
1159	blagar-388_wind-1	blagar	388_wind	e n a r	blag1240	beu	960.0	WIND	388_wind-3	
1160	blagar-388_wind-1	blagar	388_wind	e n a r	blag1240	beu	960.0	WIND	388_wind-3	
1161	blagar-389_wing-1	blagar	389_wing	a b a t	blag1240	beu	1257.0	WING	389_wing-4	
1162	blagar-38_breadfruit-1	blagar	38_breadfruit	u n d u r	blag1240	beu	2371.0	BREADFRUIT	38_breadfruit-4	
1163	blagar-390_wipe-1	blagar	390_wipe	h a p o	blag1240	beu	1454.0	WIPE	390_wipe-2	
1164	blagar-391_woman-1	blagar	391_woman	dʒ a u l	blag1240	beu	962.0	WOMAN	391_woman-3	
1165	blagar-392_word-1	blagar	392_word	h u r	blag1240	beu	1599.0	WORD	392_word-1	
1166	blagar-393_wrong-1	blagar	393_wrong	h a l a	blag1240	beu	1390.0	WRONG	393_wrong-4	
1167	blagar-394_yawn-1	blagar	394_yawn	a j l o j	blag1240	beu	1028.0	YAWN	394_yawn-4	
1168	blagar-395_yellow-1	blagar	395_yellow	b o r i	blag1240	beu	1424.0	YELLOW	395_yellow-0	
1169	blagar-396_yesterday-1	blagar	396_yesterday	m a l e ŋ	blag1240	beu	1174.0	YESTERDAY	396_yesterday-2	
1170	blagar-397_youngpeople-1	blagar	397_youngpeople	k u a r	blag1240	beu	1207.0	YOUNG	397_youngpeople-3	
1172	blagar-398_youngersibling-1	blagar	398_youngersibling	n e k a w	blag1240	beu	427.0	YOUNGER SIBLING	398_youngersibling-10	
1173	blagar-39_breast-1	blagar	39_breast	aː m	blag1240	beu	1402.0	BREAST	39_breast-0	
1175	blagar-40_brideprice-1	blagar	40_brideprice	e b ə l i	blag1240	beu	3024.0	BRIDE PRICE	40_brideprice-1	
1177	blagar-43_burnshine-1	blagar	43_burnshine	a d e	blag1240	beu	2102.0	BURN	43_burnshine-0	
1178	blagar-44_butterfly-1	blagar	44_butterfly	k a i l i l i ŋ	blag1240	beu	1791.0	BUTTERFLY	44_butterfly-3	
1180	blagar-46_callout-1	blagar	46_callout	g a r e ŋ	blag1240	beu	nan	nan	46_callout-3	
1181	blagar-47_canoe-1	blagar	47_canoe	dʒ e	blag1240	beu	1970.0	CANOE	47_canoe-2	
1182	blagar-48_cassava-1	blagar	48_cassava	u + b e l a n d a	blag1240	beu	925.0	CASSAVA	48_cassava-3	
1183	blagar-49_chaseawayexpel-1	blagar	49_chaseawayexpel	t e r i	blag1240	beu	30.0	DISPEL	49_chaseawayexpel-0	
1188	blagar-50_chew-1	blagar	50_chew	m a m e	blag1240	beu	321.0	CHEW	50_chew-4	
1190	blagar-52_chicken-1	blagar	52_chicken	h a ŋ i	blag1240	beu	1318.0	CHICKEN	52_chicken-2	
1191	blagar-53_child-1	blagar	53_child	t o a l	blag1240	beu	2099.0	CHILD	53_child-0	
1192	blagar-54_chin-1	blagar	54_chin	t ə v a	blag1240	beu	1510.0	CHIN	54_chin-0	
1193	blagar-55_choose-1	blagar	55_choose	h a j	blag1240	beu	1750.0	CHOOSE	55_choose-4	
1194	blagar-56_civetcat-1	blagar	56_civetcat	r o	blag1240	beu	3018.0	NATIVE CAT	56_civetcat-0	
1196	blagar-58_clean-1	blagar	58_clean	m u l a ŋ	blag1240	beu	704.0	CLEAN	58_clean-4	
1197	blagar-59_climb-1	blagar	59_climb	o a + h i r a	blag1240	beu	1102.0	CLIMB	59_climb-1	
1199	blagar-60_cloud-1	blagar	60_cloud	b ə n a w	blag1240	beu	1489.0	CLOUD	60_cloud-4	
1200	blagar-61_coconut-1	blagar	61_coconut	v e t	blag1240	beu	970.0	COCONUT	61_coconut-0	
1201	blagar-62_cold-1	blagar	62_cold	dʒ e v i	blag1240	beu	1287.0	COLD	62_cold-0	
1202	blagar-63_coldinfluenza-1	blagar	63_coldinfluenza	t ə m i ŋ + o m i + p i	blag1240	beu	102.0	COMMON COLD (DISEASE)	63_coldinfluenza-3	
1206	blagar-67_cookedrice-1	blagar	67_cookedrice	n a l i j a ŋ	blag1240	beu	1191.0	COOKED RICE	67_cookedrice-4	
1207	blagar-68_coralrock-1	blagar	68_coralrock	m ə n a p a	blag1240	beu	3179.0	CORAL ROCK	68_coralrock-3	
1209	blagar-6_angry-1	blagar	6_angry	t o m i l i l	blag1240	beu	1826.0	ANGRY	6_angry-0	
1210	blagar-70_correct-1	blagar	70_correct	e t i b i	blag1240	beu	1725.0	CORRECT (RIGHT)	70_correct-2	
1211	blagar-71_crocodile-1	blagar	71_crocodile	b a p a	blag1240	beu	1857.0	CROCODILE	71_crocodile-2	
1216	blagar-76_deaf-1	blagar	76_deaf	k ə m u k e	blag1240	beu	996.0	DEAF	76_deaf-3	
1219	blagar-78_dibblestick-1	blagar	78_dibblestick	dʒ a k a t	blag1240	beu	3155.0	DIBBLE STICK	78_dibblestick-2	
1220	blagar-79_diggingstick-1	blagar	79_diggingstick	n o r u k	blag1240	beu	339.0	DIGGING STICK	79_diggingstick-2	
1222	blagar-80_dirty-1	blagar	80_dirty	k ə r i t a k	blag1240	beu	1230.0	DIRTY	80_dirty-3	
1223	blagar-81_dog-1	blagar	81_dog	dʒ a b a r	blag1240	beu	2009.0	DOG	81_dog-0	
1225	blagar-83_door-1	blagar	83_door	t u n i	blag1240	beu	1567.0	DOOR	83_door-2	
1226	blagar-84_dream-1	blagar	84_dream	j i p a r	blag1240	beu	2374.0	DREAM	84_dream-2	
1227	blagar-85_dry-1	blagar	85_dry	t a t a	blag1240	beu	1398.0	DRY	85_dry-0	
1228	blagar-86_dryinsun-1	blagar	86_dryinsun	p o r i ŋ	blag1240	beu	3364.0	DRY IN SUN	86_dryinsun-2	
1229	blagar-87_dustfineearth-1	blagar	87_dustfineearth	b u t u ŋ + b o n i	blag1240	beu	2.0	DUST	87_dustfineearth-3	
1230	blagar-88_ear-1	blagar	88_ear	t ə v e l i	blag1240	beu	1247.0	EAR	88_ear-1	
1231	blagar-89_earth-1	blagar	89_earth	p o r	blag1240	beu	626.0	LAND	89_earth-0	
1232	blagar-8_ant-1	blagar	8_ant	k ə r e	blag1240	beu	587.0	ANT	8_ant-4	
1233	blagar-90_earthquake-1	blagar	90_earthquake	p o r + ʔ o t a ʔ	blag1240	beu	6.0	EARTHQUAKE	90_earthquake-4	
1235	blagar-91_earthworm-1	blagar	91_earthworm	d u k a l a l i ŋ	blag1240	beu	2350.0	EARTHWORM	91_earthworm-2	
1236	blagar-92_egg-1	blagar	92_egg	e ʔ d u a	blag1240	beu	744.0	EGG	92_egg-4	
1238	blagar-94_eleven-1	blagar	94_eleven	a r + n u + b e t a l + n u	blag1240	beu	1706.0	ELEVEN	94_eleven-1	
1239	blagar-95_empty-1	blagar	95_empty	o s i ŋ	blag1240	beu	1624.0	EMPTY	95_empty-1	
1240	blagar-96_excrement-1	blagar	96_excrement	a a s	blag1240	beu	675.0	FAECES (EXCREMENT)	96_excrement-1	
1241	blagar-97_eye-1	blagar	97_eye	t e ŋ k u l u	blag1240	beu	1248.0	EYE	97_eye-3	
1242	blagar-98_fallfromabove-1	blagar	98_fallfromabove	b a + h e r a	blag1240	beu	1280.0	FALL	98_fallfromabove-0	
1243	blagar-99_fallover-1	blagar	99_fallover	b e l i	blag1240	beu	2894.0	TUMBLE (FALL DOWN)	99_fallover-4	
1245	blagar-9_arm-1	blagar	9_arm	t a t a ŋ	blag1240	beu	1673.0	ARM	9_arm-0	
1246	kaera-100_fat-1	kaera	100_fat	q a a u	kaer1234	jka	323.0	FAT (ORGANIC SUBSTANCE)	100_fat-1	
1248	kaera-101_father-1	kaera	101_father	n a m a m	kaer1234	jka	1217.0	FATHER	101_father-2	
1249	kaera-103_feverish-1	kaera	103_feverish	q o m o d i	kaer1234	jka	1847.0	SICK	103_feverish-0	
1250	kaera-104_field-1	kaera	104_field	u r + w a d o	kaer1234	jka	212.0	FIELD	104_field-3	
1253	kaera-106_fingernail-1	kaera	106_fingernail	t a t a ŋ + k u s i ŋ	kaer1234	jka	1258.0	FINGERNAIL	106_fingernail-1	
1254	kaera-107_fire-1	kaera	107_fire	a a d + w a s i ŋ	kaer1234	jka	221.0	FIRE	107_fire-0	
1256	kaera-109_fish-1	kaera	109_fish	a b	kaer1234	jka	227.0	FISH	109_fish-0	
1257	kaera-10_arrow-1	kaera	10_arrow	q u l u b i t	kaer1234	jka	977.0	ARROW	10_arrow-0	
1259	kaera-112_five-1	kaera	112_five	i s i n	kaer1234	jka	493.0	FIVE	112_five-0	
1260	kaera-113_flat-1	kaera	113_flat	b i i r o	kaer1234	jka	1633.0	FLAT	113_flat-2	
1261	kaera-115_fleshmeat-1	kaera	115_fleshmeat	u m u ŋ	kaer1234	jka	2615.0	FLESH OR MEAT	115_fleshmeat-2	
1262	kaera-116_float-1	kaera	116_float	t e r i ŋ	kaer1234	jka	1574.0	FLOAT	116_float-0	
1263	kaera-117_flower-1	kaera	117_flower	q a a w	kaer1234	jka	239.0	FLOWER	117_flower-0	
1264	kaera-118_fly-1	kaera	118_fly	dʒ i r o	kaer1234	jka	1441.0	FLY (MOVE THROUGH AIR)	118_fly-0	
1265	kaera-119_flyn-1	kaera	119_flyn	u b a r	kaer1234	jka	1504.0	FLY (INSECT)	119_flyn-0	
1266	kaera-11_ash-1	kaera	11_ash	b ə r a a m	kaer1234	jka	646.0	ASH	11_ash-2	
1267	kaera-120_foam-1	kaera	120_foam	q a a w	kaer1234	jka	1768.0	FOAM	120_foam-0	
1269	kaera-122_forest-1	kaera	122_forest	q a q u i + e r e s	kaer1234	jka	420.0	FOREST	122_forest-2	
1270	kaera-123_four-1	kaera	123_four	u t	kaer1234	jka	1500.0	FOUR	123_four-0	
1271	kaera-124_frog-1	kaera	124_frog	m a u + ħ u b a r	kaer1234	jka	503.0	FROG	124_frog-10	
1272	kaera-125_fruit-1	kaera	125_fruit	t e i + i s i	kaer1234	jka	1507.0	FRUIT	125_fruit-0	
1273	kaera-126_full-1	kaera	126_full	g u a l i	kaer1234	jka	1429.0	FULL	126_full-0	
1274	kaera-128_good-1	kaera	128_good	ħ o w o	kaer1234	jka	1035.0	GOOD	128_good-0	
1275	kaera-129_grandchild-1	kaera	129_grandchild	n a g a r a a t + ħ a i	kaer1234	jka	1617.0	GRANDCHILD	129_grandchild-0	
1276	kaera-12_askquestion-1	kaera	12_askquestion	t a k a n i	kaer1234	jka	1309.0	ASK (INQUIRE)	12_askquestion-2	
1278	kaera-131_grandmother-1	kaera	131_grandmother	n a r a a t	kaer1234	jka	1496.0	GRANDMOTHER	131_grandmother-0	
1279	kaera-132_grassbrush-1	kaera	132_grassbrush	t e	kaer1234	jka	606.0	GRASS	132_grassbrush-0	
1280	kaera-133_grasshopper-1	kaera	133_grasshopper	o w	kaer1234	jka	607.0	GRASSHOPPER	133_grasshopper-0	
1283	kaera-135_green-1	kaera	135_green	o j o g i	kaer1234	jka	1425.0	GREEN	135_green-2	
1284	kaera-136_grow-1	kaera	136_grow	j i l i ŋ	kaer1234	jka	479.0	GROW	136_grow-1	
1285	kaera-137_gumtreeeucalyptus-1	kaera	137_gumtreeeucalyptus	p a a l	kaer1234	jka	3007.0	EUCALYPT	137_gumtreeeucalyptus-0	
