	ID	DOCULECT	CONCEPT	Segments	GLOTTOCODE	ISO_CODE	CONCEPTICON_ID	CONCEPTICON_GLOSS	COGNATES	FORM
1455	Evenki_Teteya-171_mothern-1	Evenki_Teteya	171_mothern	ə ɲ i n	nort3334	eve	1216	MOTHER	171_mothern-716	
1456	Evenki_Teteya-173_sunn-1	Evenki_Teteya	173_sunn	ď/d i l i tʃ aː	nort3334	eve	1343	SUN	173_sunn-725	
1457	Evenki_Teteya-176_warm-1	Evenki_Teteya	176_warm	j ə p uː	nort3334	eve	1232	WARM	176_warm-739	
1458	Evenki_Teteya-178_womann-1	Evenki_Teteya	178_womann	a h iː	nort3334	eve	962	WOMAN	178_womann-749	
1459	Evenki_Teteya-17_wingn-1	Evenki_Teteya	17_wingn	l ə p ə r ɒ	nort3334	eve	1257	WING	17_wingn-43	
1460	Evenki_Teteya-180_above-1	Evenki_Teteya	180_above	uː ʃ k i	nort3334	eve	1741	ABOVE	180_above-754	
1461	Evenki_Teteya-185_left-1	Evenki_Teteya	185_left	d ɨ γ/ɣ i n ŋ i d aː	nort3334	eve	244	LEFT	185_left-774	
1462	Evenki_Teteya-186_risev-1	Evenki_Teteya	186_risev	t u k t ɨ	nort3334	eve	568	RISE (MOVE UPWARDS)	186_risev-783	
1463	Evenki_Teteya-186_risev-2	Evenki_Teteya	186_risev	uː r i w	nort3334	eve	568	RISE (MOVE UPWARDS)	186_risev-785	
1464	Evenki_Teteya-187_dry-1	Evenki_Teteya	187_dry	o l g o	nort3334	eve	1398	DRY	187_dry-786	
1465	Evenki_Teteya-188_how-1	Evenki_Teteya	188_how	o n	nort3334	eve	1239	HOW	188_how-791	
1466	Evenki_Teteya-18_meatn-1	Evenki_Teteya	18_meatn	u lː ə	nort3334	eve	634	MEAT	18_meatn-44	
1467	Evenki_Teteya-190_where-1	Evenki_Teteya	190_where	iː d u	nort3334	eve	1237	WHERE	190_where-807	
1468	Evenki_Teteya-195_tall-1	Evenki_Teteya	195_tall	g u g d a	nort3334	eve	711	TALL	195_tall-828	
1469	Evenki_Teteya-196_bad-1	Evenki_Teteya	196_bad	u r u p tʃ u	nort3334	eve	1292	BAD	196_bad-835	
1470	Evenki_Teteya-197_barkn-1	Evenki_Teteya	197_barkn	ə r ə k t ɒ	nort3334	eve	1204	BARK	197_barkn-837	
1471	Evenki_Teteya-19_armhandn-1	Evenki_Teteya	19_armhandn	ŋ aː l ə	nort3334	eve	2121	ARM OR HAND	19_armhandn-46	
1472	Evenki_Teteya-1_firen-1	Evenki_Teteya	1_firen	t o γ/ɣ o	nort3334	eve	221	FIRE	1_firen-1	
1473	Evenki_Teteya-200_diev-1	Evenki_Teteya	200_diev	b u	nort3334	eve	1494	DIE	200_diev-853	
1474	Evenki_Teteya-203_fatn-1	Evenki_Teteya	203_fatn	i m uː x ʃ ə	nort3334	eve	323	FAT (ORGANIC SUBSTANCE)	203_fatn-876	
1475	Evenki_Teteya-205_fearv-1	Evenki_Teteya	205_fearv	ŋ oː l ə	nort3334	eve	1419	FEAR (BE AFRAID)	205_fearv-883	
1476	Evenki_Teteya-207_five-1	Evenki_Teteya	207_five	t u n ŋ a	nort3334	eve	493	FIVE	207_five-893	
1477	Evenki_Teteya-20_flyn-1	Evenki_Teteya	20_flyn	d ɨ l k ɒ n	nort3334	eve	1504	FLY (INSECT)	20_flyn-48	
1478	Evenki_Teteya-210_freezev-1	Evenki_Teteya	210_freezev	d o ŋ o t o	nort3334	eve	1431	FREEZE	210_freezev-905	
1479	Evenki_Teteya-211_fruitn-1	Evenki_Teteya	211_fruitn	ď/d i k t ə	nort3334	eve	1507	FRUIT	211_fruitn-911	
1480	Evenki_Teteya-213_gutsn-1	Evenki_Teteya	213_gutsn	h i l u k t a	nort3334	eve	1334	GUTS	213_gutsn-916	
1481	Evenki_Teteya-214_heartn-1	Evenki_Teteya	214_heartn	h ə l ə m ə	nort3334	eve	1223	HEART	214_heartn-922	
1482	Evenki_Teteya-216_huntv-1	Evenki_Teteya	216_huntv	b u l t aː	nort3334	eve	1435	HUNT	216_huntv-926	
1483	Evenki_Teteya-217_icen-1	Evenki_Teteya	217_icen	ď/d u k ɵ	nort3334	eve	617	ICE	217_icen-935	
1484	Evenki_Teteya-218_laken-1	Evenki_Teteya	218_laken	ɲ a r u t	nort3334	eve	624	LAKE	218_laken-946	
1485	Evenki_Teteya-219_livev-1	Evenki_Teteya	219_livev	b i	nort3334	eve	1422	BE ALIVE	219_livev-948	
1486	Evenki_Teteya-21_nightn-1	Evenki_Teteya	21_nightn	d o l b o	nort3334	eve	1233	NIGHT	21_nightn-51	
1487	Evenki_Teteya-220_moonn-1	Evenki_Teteya	220_moonn	b eː γ/ɣ a	nort3334	eve	1313	MOON	220_moonn-951	
1488	Evenki_Teteya-223_personn-1	Evenki_Teteya	223_personn	i l ə	nort3334	eve	683	PERSON	223_personn-975	
1489	Evenki_Teteya-225_rivern-1	Evenki_Teteya	225_rivern	b i r a	nort3334	eve	666	RIVER	225_rivern-979	
1490	Evenki_Teteya-227_round-1	Evenki_Teteya	227_round	m u r u k ə	nort3334	eve	1395	ROUND	227_round-986	
1491	Evenki_Teteya-22_earn-1	Evenki_Teteya	22_earn	h e ɲ	nort3334	eve	1247	EAR	22_earn-52	
1492	Evenki_Teteya-231_short-1	Evenki_Teteya	231_short	u r u m k u n	nort3334	eve	1645	SHORT	231_short-1008	
1493	Evenki_Teteya-236_snown-1	Evenki_Teteya	236_snown	h i ɲ i l g ə n	nort3334	eve	784	SNOW	236_snown-1031	
1494	Evenki_Teteya-236_snown-2	Evenki_Teteya	236_snown	ɲ o m t ɨ	nort3334	eve	784	SNOW	236_snown-1032	
1495	Evenki_Teteya-23_neckn-1	Evenki_Teteya	23_neckn	ɲ i k i m n a	nort3334	eve	1333	NECK	23_neckn-57	
1496	Evenki_Teteya-241_swimv-1	Evenki_Teteya	241_swimv	t ɨ x a	nort3334	eve	1439	SWIM	241_swimv-1053	
1497	Evenki_Teteya-242_they-1	Evenki_Teteya	242_they	n u ŋ a r t ɨ n	nort3334	eve	817	THEY	242_they-1058	
1498	Evenki_Teteya-244_treen-1	Evenki_Teteya	244_treen	m oː	nort3334	eve	906	TREE	244_treen-1066	
1499	Evenki_Teteya-248_walkv-1	Evenki_Teteya	248_walkv	g i r k u	nort3334	eve	1443	WALK	248_walkv-1094	
1500	Evenki_Teteya-249_1plpronoun-1	Evenki_Teteya	249_1plpronoun	b u	nort3334	eve	1212	WE	249_1plpronoun-1097	
1501	Evenki_Teteya-250_when-1	Evenki_Teteya	250_when	oː k i r	nort3334	eve	1238	WHEN	250_when-1102	
1502	Evenki_Teteya-250_when-2	Evenki_Teteya	250_when	oː k i n	nort3334	eve	1238	WHEN	250_when-1102	
1503	Evenki_Teteya-252_wormn-1	Evenki_Teteya	252_wormn	u r ə	nort3334	eve	1219	WORM	252_wormn-1113	
1504	Evenki_Teteya-252_wormn-2	Evenki_Teteya	252_wormn	k u l i k a n	nort3334	eve	1219	WORM	252_wormn-1120	
1505	Evenki_Teteya-253_yellow-1	Evenki_Teteya	253_yellow	i g ď/d a m a	nort3334	eve	1424	YELLOW	253_yellow-1126	
1506	Evenki_Teteya-254_2plpronoun-1	Evenki_Teteya	254_2plpronoun	h uː	nort3334	eve	1213	YOU	254_2plpronoun-1127	
1507	Evenki_Teteya-25_domakev-1	Evenki_Teteya	25_domakev	oː	nort3334	eve	2575	DO OR MAKE	25_domakev-60	
1508	Evenki_Teteya-26_housen-1	Evenki_Teteya	26_housen	ď/d uː	nort3334	eve	1252	HOUSE	26_housen-64	
1509	Evenki_Teteya-26_housen-2	Evenki_Teteya	26_housen	g uː l ə	nort3334	eve	1252	HOUSE	26_housen-67	
1510	Evenki_Teteya-27_stonerockn-1	Evenki_Teteya	27_stonerockn	ď/d o l o	nort3334	eve	857	STONE	27_stonerockn-68	
1511	Evenki_Teteya-29_sayv-1	Evenki_Teteya	29_sayv	g u n	nort3334	eve	1458	SAY	29_sayv-72	
1512	Evenki_Teteya-2_nosen-1	Evenki_Teteya	2_nosen	o ŋ o k t o	nort3334	eve	1221	NOSE	2_nosen-2	
1513	Evenki_Teteya-30_toothn-1	Evenki_Teteya	30_toothn	i k t ə	nort3334	eve	1380	TOOTH	30_toothn-75	
1514	Evenki_Teteya-31_hairn-1	Evenki_Teteya	31_hairn	ɲ uː r i k t ə	nort3334	eve	2648	HAIR (HEAD)	31_hairn-77	
1515	Evenki_Teteya-32_big-1	Evenki_Teteya	32_big	h ə g d ɨ	nort3334	eve	1202	BIG	32_big-84	
1516	Evenki_Teteya-33_one-1	Evenki_Teteya	33_one	u m u k ɒː n	nort3334	eve	1493	ONE	33_one-87	
1517	Evenki_Teteya-34_who-1	Evenki_Teteya	34_who	eː k u n	nort3334	eve	1235	WHO	34_who-90	
1518	Evenki_Teteya-35_3sgpronoun-1	Evenki_Teteya	35_3sgpronoun	n u ŋ a n	nort3334	eve	262	HE OR SHE OR IT	35_3sgpronoun-92	
1519	Evenki_Teteya-36_hitbeatv-1	Evenki_Teteya	36_hitbeatv	k o l t o	nort3334	eve	1665	BEAT	36_hitbeatv-104	
1520	Evenki_Teteya-36_hitbeatv-2	Evenki_Teteya	36_hitbeatv	i k t ə	nort3334	eve	1665	BEAT	36_hitbeatv-106	
1521	Evenki_Teteya-36_hitbeatv-3	Evenki_Teteya	36_hitbeatv	t ə p u	nort3334	eve	1665	BEAT	36_hitbeatv-107	
1522	Evenki_Teteya-37_legfootn-1	Evenki_Teteya	37_legfootn	h a l g a n	nort3334	eve	2098	FOOT OR LEG	37_legfootn-110	
1523	Evenki_Teteya-38_hornn-1	Evenki_Teteya	38_hornn	i j ə	nort3334	eve	1393	HORN (ANATOMY)	38_hornn-111	
1524	Evenki_Teteya-39_this-1	Evenki_Teteya	39_this	ə r i	nort3334	eve	1214	THIS	39_this-114	
1525	Evenki_Teteya-3_gov-1	Evenki_Teteya	3_gov	ŋ ə n ə	nort3334	eve	695	GO	3_gov-7	
1526	Evenki_Teteya-40_fishn-1	Evenki_Teteya	40_fishn	o lː o	nort3334	eve	227	FISH	40_fishn-117	
1527	Evenki_Teteya-42_drinkv-1	Evenki_Teteya	42_drinkv	u m	nort3334	eve	1401	DRINK	42_drinkv-121	
1528	Evenki_Teteya-43_black-1	Evenki_Teteya	43_black	k o ŋ n o m o	nort3334	eve	163	BLACK	43_black-128	
1529	Evenki_Teteya-44_naveln-1	Evenki_Teteya	44_naveln	tʃ u m uː r ə	nort3334	eve	1838	NAVEL	44_naveln-131	
1530	Evenki_Teteya-45_standv-1	Evenki_Teteya	45_standv	i l	nort3334	eve	1442	STAND	45_standv-133	
1531	Evenki_Teteya-46_bitev-1	Evenki_Teteya	46_bitev	k i k	nort3334	eve	1403	BITE	46_bitev-139	
1532	Evenki_Teteya-47_backn-1	Evenki_Teteya	47_backn	h o g d o nː o	nort3334	eve	1291	BACK	47_backn-145	
1533	Evenki_Teteya-48_windn-1	Evenki_Teteya	48_windn	ə d ɨ n	nort3334	eve	960	WIND	48_windn-146	
1534	Evenki_Teteya-49_smoken-1	Evenki_Teteya	49_smoken	h a ŋ ɲ a n	nort3334	eve	778	SMOKE (EXHAUST)	49_smoken-147	
1535	Evenki_Teteya-4_watern-1	Evenki_Teteya	4_watern	m uː	nort3334	eve	948	WATER	4_watern-8	
1536	Evenki_Teteya-50_what-1	Evenki_Teteya	50_what	eː k u n	nort3334	eve	1236	WHAT	50_what-149	
1537	Evenki_Teteya-51_childkintermn-1	Evenki_Teteya	51_childkintermn	k u ŋ a k a n	nort3334	eve	1801	CHILD (DESCENDANT)	51_childkintermn-155	
1538	Evenki_Teteya-52_eggn-1	Evenki_Teteya	52_eggn	u m u k t a	nort3334	eve	744	EGG	52_eggn-156	
1539	Evenki_Teteya-53_givev-1	Evenki_Teteya	53_givev	b uː	nort3334	eve	1447	GIVE	53_givev-158	
1540	Evenki_Teteya-54_new-1	Evenki_Teteya	54_new	o m a k t a	nort3334	eve	1231	NEW	54_new-163	
1541	Evenki_Teteya-55_burnintrv-1	Evenki_Teteya	55_burnintrv	ď/d ə g	nort3334	eve	2102	BURN	55_burnintrv-164	
1542	Evenki_Teteya-56_not-1	Evenki_Teteya	56_not	ə	nort3334	eve	1240	NOT	56_not-171	
1543	Evenki_Teteya-57_good-1	Evenki_Teteya	57_good	a j a	nort3334	eve	1035	GOOD	57_good-172	
1544	Evenki_Teteya-58_knowv-1	Evenki_Teteya	58_knowv	h aː	nort3334	eve	1410	KNOW (SOMETHING)	58_knowv-176	
1545	Evenki_Teteya-59_kneen-1	Evenki_Teteya	59_kneen	h ə ŋ ɲ ə n	nort3334	eve	1371	KNEE	59_kneen-178	
1546	Evenki_Teteya-5_mouthn-1	Evenki_Teteya	5_mouthn	a mː a	nort3334	eve	674	MOUTH	5_mouthn-10	
1547	Evenki_Teteya-61_laughv-1	Evenki_Teteya	61_laughv	i ɲ ə k t ə	nort3334	eve	1355	LAUGH	61_laughv-190	
1548	Evenki_Teteya-62_hearv-1	Evenki_Teteya	62_hearv	d o l d ɨ	nort3334	eve	1408	HEAR	62_hearv-191	
1549	Evenki_Teteya-64_leafn-1	Evenki_Teteya	64_leafn	a b d a nː a	nort3334	eve	628	LEAF	64_leafn-198	
1550	Evenki_Teteya-65_red-1	Evenki_Teteya	65_red	h u l a m a	nort3334	eve	156	RED	65_red-200	
1551	Evenki_Teteya-66_livern-1	Evenki_Teteya	66_livern	h aː k i n	nort3334	eve	1224	LIVER	66_livern-203	
1552	Evenki_Teteya-68_skinhiden-1	Evenki_Teteya	68_skinhiden	i r ɵ x ʃ ə	nort3334	eve	763	SKIN	68_skinhiden-210	
1553	Evenki_Teteya-6_tonguen-1	Evenki_Teteya	6_tonguen	tʃ oː l iː	nort3334	eve	1205	TONGUE	6_tonguen-12	
1554	Evenki_Teteya-70_carryv-1	Evenki_Teteya	70_carryv	ŋ ə n ə w	nort3334	eve	700	CARRY	70_carryv-231	
1555	Evenki_Teteya-71_antn-1	Evenki_Teteya	71_antn	iː r i k t ə	nort3334	eve	587	ANT	71_antn-235	
1556	Evenki_Teteya-72_heavy-1	Evenki_Teteya	72_heavy	u r g ə p tʃ u	nort3334	eve	1210	HEAVY	72_heavy-237	
1557	Evenki_Teteya-73_takev-1	Evenki_Teteya	73_takev	g a	nort3334	eve	1749	TAKE	73_takev-239	
1558	Evenki_Teteya-74_old-1	Evenki_Teteya	74_old	h o l o k t o	nort3334	eve	1229	OLD	74_old-252	
1559	Evenki_Teteya-75_eatv-1	Evenki_Teteya	75_eatv	ď/d ə pː	nort3334	eve	1336	EAT	75_eatv-253	
1560	Evenki_Teteya-78_long-1	Evenki_Teteya	78_long	ŋ o ɲ i mː a m a	nort3334	eve	1203	LONG	78_long-273	
1561	Evenki_Teteya-79_blowv-1	Evenki_Teteya	79_blowv	ə d ɨ n	nort3334	eve	175	BLOW (OF WIND)	79_blowv-275	
1562	Evenki_Teteya-7_bloodn-1	Evenki_Teteya	7_bloodn	x oː k ʃ ə	nort3334	eve	946	BLOOD	7_bloodn-13	
1563	Evenki_Teteya-80_woodn-1	Evenki_Teteya	80_woodn	m oː	nort3334	eve	1803	WOOD	80_woodn-277	
1564	Evenki_Teteya-81_runv-1	Evenki_Teteya	81_runv	t u x s aː n	nort3334	eve	1519	RUN	81_runv-281	
1565	Evenki_Teteya-81_runv-2	Evenki_Teteya	81_runv	h u k t ɨ	nort3334	eve	1519	RUN	81_runv-283	
1566	Evenki_Teteya-82_fallv-1	Evenki_Teteya	82_fallv	b u r u	nort3334	eve	1280	FALL	82_fallv-285	
1567	Evenki_Teteya-83_eyen-1	Evenki_Teteya	83_eyen	eː h a	nort3334	eve	1248	EYE	83_eyen-286	
1568	Evenki_Teteya-84_ashn-1	Evenki_Teteya	84_ashn	t u k a l a	nort3334	eve	646	ASH	84_ashn-288	
1569	Evenki_Teteya-85_tailn-1	Evenki_Teteya	85_tailn	i r g i	nort3334	eve	1220	TAIL	85_tailn-289	
1570	Evenki_Teteya-86_dogn-1	Evenki_Teteya	86_dogn	ŋ i n a k i n	nort3334	eve	2009	DOG	86_dogn-290	
1571	Evenki_Teteya-87_cryweepv-1	Evenki_Teteya	87_cryweepv	h o ŋ o	nort3334	eve	1839	CRY	87_cryweepv-291	
1572	Evenki_Teteya-89_seev-1	Evenki_Teteya	89_seev	i tʃ ə	nort3334	eve	1409	SEE	89_seev-302	
1573	Evenki_Teteya-8_bonen-1	Evenki_Teteya	8_bonen	g i r a m n a	nort3334	eve	1394	BONE	8_bonen-15	
1574	Evenki_Teteya-91_ropen-1	Evenki_Teteya	91_ropen	h ə r k ə w u n	nort3334	eve	1218	ROPE	91_ropen-321	
1575	Evenki_Teteya-91_ropen-2	Evenki_Teteya	91_ropen	h uː n a	nort3334	eve	1218	ROPE	91_ropen-322	
1576	Evenki_Teteya-92_shadeshadown-1	Evenki_Teteya	92_shadeshadown	h a ɲ a n	nort3334	eve	1388	SHADE	92_shadeshadown-323	
1577	Evenki_Teteya-93_birdn-1	Evenki_Teteya	93_birdn	tʃ i p i tʃ a	nort3334	eve	937	BIRD	93_birdn-334	
1578	Evenki_Teteya-94_saltn-1	Evenki_Teteya	94_saltn	t u r u k ə	nort3334	eve	1274	SALT	94_saltn-338	
1579	Evenki_Teteya-95_small-1	Evenki_Teteya	95_small	h u j u k uː n	nort3334	eve	1246	SMALL	95_small-348	
1580	Evenki_Teteya-96_wide-1	Evenki_Teteya	96_wide	a l b i n	nort3334	eve	1243	WIDE	96_wide-350	
1581	Evenki_Teteya-97_starn-1	Evenki_Teteya	97_starn	oː h i k t a	nort3334	eve	1430	STAR	97_starn-356	
1582	Evenki_Teteya-98_in-1	Evenki_Teteya	98_in	d u	nort3334	eve	1460	IN	98_in-358	
1583	Evenki_Teteya-9_2sgpronoun-1	Evenki_Teteya	9_2sgpronoun	h iː	nort3334	eve	1215	THOU	9_2sgpronoun-17	
1584	Evenki_Tutonchany-101_mountainhilln-1	Evenki_Tutonchany	101_mountainhilln	u r ə	ilim1234	nan	2118	MOUNTAIN OR HILL	101_mountainhilln-383	
1585	Evenki_Tutonchany-102_sitv-1	Evenki_Tutonchany	102_sitv	t ə g ə	ilim1234	nan	1416	SIT	102_sitv-385	
1586	Evenki_Tutonchany-103_fingernailn-1	Evenki_Tutonchany	103_fingernailn	o h iː k t a	ilim1234	nan	1258	FINGERNAIL	103_fingernailn-386	
1587	Evenki_Tutonchany-105_three-1	Evenki_Tutonchany	105_three	i l a n	ilim1234	nan	492	THREE	105_three-398	
1588	Evenki_Tutonchany-106_right-1	Evenki_Tutonchany	106_right	aː ŋ u	ilim1234	nan	1019	RIGHT	106_right-399	
1589	Evenki_Tutonchany-109_branchn-1	Evenki_Tutonchany	109_branchn	g a r a	ilim1234	nan	1531	BRANCH	109_branchn-408	
1590	Evenki_Tutonchany-10_rootn-1	Evenki_Tutonchany	10_rootn	d a r a m u k i n	ilim1234	nan	670	ROOT	10_rootn-18	
1591	Evenki_Tutonchany-10_rootn-2	Evenki_Tutonchany	10_rootn	ŋ iː n t ə	ilim1234	nan	670	ROOT	10_rootn-19	
1592	Evenki_Tutonchany-110_mann-1	Evenki_Tutonchany	110_mann	b ə j ə	ilim1234	nan	1554	MAN	110_mann-416	
1593	Evenki_Tutonchany-111_raw-1	Evenki_Tutonchany	111_raw	s uː k i n	ilim1234	nan	1959	RAW	111_raw-418	
1594	Evenki_Tutonchany-111_raw-2	Evenki_Tutonchany	111_raw	ə h iː k i n	ilim1234	nan	1959	RAW	111_raw-419	
1595	Evenki_Tutonchany-112_tomorrow-1	Evenki_Tutonchany	112_tomorrow	t ə γ/ɣ ə m iː	ilim1234	nan	1329	TOMORROW	112_tomorrow-421	
1596	Evenki_Tutonchany-113_two-1	Evenki_Tutonchany	113_two	ď/d uː r ə	ilim1234	nan	1498	TWO	113_two-422	
1597	Evenki_Tutonchany-114_bottomn-1	Evenki_Tutonchany	114_bottomn	h ə r ə	ilim1234	nan	690	BOTTOM	114_bottomn-423	
1598	Evenki_Tutonchany-115_liedownv-1	Evenki_Tutonchany	115_liedownv	h u k u l oː	ilim1234	nan	215	LIE DOWN	115_liedownv-430	
1599	Evenki_Tutonchany-116_snaken-1	Evenki_Tutonchany	116_snaken	k u l iː n	ilim1234	nan	730	SNAKE	116_snaken-432	
1600	Evenki_Tutonchany-117_cloudn-1	Evenki_Tutonchany	117_cloudn	t u x ś/ʃ u	ilim1234	nan	1489	CLOUD	117_cloudn-435	
1601	Evenki_Tutonchany-118_yearn-1	Evenki_Tutonchany	118_yearn	a n ŋ a ɲ i	ilim1234	nan	1226	YEAR	118_yearn-436	
1602	Evenki_Tutonchany-11_comev-1	Evenki_Tutonchany	11_comev	ə m ə	ilim1234	nan	1446	COME	11_comev-23	
1603	Evenki_Tutonchany-120_askv-1	Evenki_Tutonchany	120_askv	h a ŋ uː k t a	ilim1234	nan	1828	ASK (REQUEST)	120_askv-449	
1604	Evenki_Tutonchany-122_at-1	Evenki_Tutonchany	122_at	d uː	ilim1234	nan	1461	AT	122_at-462	
1605	Evenki_Tutonchany-123_edgen-1	Evenki_Tutonchany	123_edgen	ď/d a p k a	ilim1234	nan	863	EDGE	123_edgen-464	
1606	Evenki_Tutonchany-123_edgen-2	Evenki_Tutonchany	123_edgen	o l d oː n	ilim1234	nan	863	EDGE	123_edgen-472	
1607	Evenki_Tutonchany-124_chinn-1	Evenki_Tutonchany	124_chinn	ď/d ə g	ilim1234	nan	1510	CHIN	124_chinn-476	
1608	Evenki_Tutonchany-125_playv-1	Evenki_Tutonchany	125_playv	ə w iː	ilim1234	nan	1413	PLAY	125_playv-478	
1609	Evenki_Tutonchany-126_cheekn-1	Evenki_Tutonchany	126_cheekn	a n tʃ a n	ilim1234	nan	1730	CHEEK	126_cheekn-489	
1610	Evenki_Tutonchany-127_pusn-1	Evenki_Tutonchany	127_pusn	ɲ aː x ś/ʃ ə	ilim1234	nan	1808	PUS	127_pusn-490	
1611	Evenki_Tutonchany-128_flyv-1	Evenki_Tutonchany	128_flyv	d ə g	ilim1234	nan	1441	FLY (MOVE THROUGH AIR)	128_flyv-492	
1612	Evenki_Tutonchany-129_holen-1	Evenki_Tutonchany	129_holen	h a ŋ aː r	ilim1234	nan	1667	HOLE	129_holen-494	
1613	Evenki_Tutonchany-12_breastnchestn-1	Evenki_Tutonchany	12_breastnchestn	h i k ɒː n	ilim1234	nan	1402	BREAST	12_breastnchestn-31	
1614	Evenki_Tutonchany-130_growv-1	Evenki_Tutonchany	130_growv	b a l d ɨ	ilim1234	nan	479	GROW	130_growv-498	
1615	Evenki_Tutonchany-131_headn-1	Evenki_Tutonchany	131_headn	d ɨ l m a	ilim1234	nan	1256	HEAD	131_headn-506	
1616	Evenki_Tutonchany-132_bellyn-1	Evenki_Tutonchany	132_bellyn	h u k i t ə	ilim1234	nan	1251	BELLY	132_bellyn-512	
1617	Evenki_Tutonchany-133_shouldern-1	Evenki_Tutonchany	133_shouldern	m iː r ə	ilim1234	nan	1482	SHOULDER	133_shouldern-514	
1618	Evenki_Tutonchany-134_clawn-1	Evenki_Tutonchany	134_clawn	o h iː k t a	ilim1234	nan	72	CLAW	134_clawn-516	
1619	Evenki_Tutonchany-135_which-1	Evenki_Tutonchany	135_which	eː k u m a	ilim1234	nan	727	WHICH	135_which-523	
1620	Evenki_Tutonchany-137_pullv-1	Evenki_Tutonchany	137_pullv	i r uː	ilim1234	nan	1455	PULL	137_pullv-538	
1621	Evenki_Tutonchany-138_hot-1	Evenki_Tutonchany	138_hot	h o k uː γ/ɣ iː	ilim1234	nan	1286	HOT	138_hot-539	
1622	Evenki_Tutonchany-139_firewoodn-1	Evenki_Tutonchany	139_firewoodn	m oː l	ilim1234	nan	10	FIREWOOD	139_firewoodn-544	
1623	Evenki_Tutonchany-13_rainn-1	Evenki_Tutonchany	13_rainn	t ɨ g d ɒ	ilim1234	nan	658	RAIN (PRECIPITATION)	13_rainn-32	
1624	Evenki_Tutonchany-141_cold-1	Evenki_Tutonchany	141_cold	i ŋ i ɲ iː p tʃ u	ilim1234	nan	1287	COLD	141_cold-558	
1625	Evenki_Tutonchany-142_feathern-1	Evenki_Tutonchany	142_feathern	d ə k t ə n d ə	ilim1234	nan	1201	FEATHER	142_feathern-564	
1626	Evenki_Tutonchany-143_coughv-1	Evenki_Tutonchany	143_coughv	h i m k i t	ilim1234	nan	879	COUGH	143_coughv-570	
1627	Evenki_Tutonchany-144_thin-1	Evenki_Tutonchany	144_thin	n ə m k uː n	ilim1234	nan	2308	THIN	144_thin-572	
1628	Evenki_Tutonchany-145_grassn-1	Evenki_Tutonchany	145_grassn	ś/ʃ uː k a	ilim1234	nan	606	GRASS	145_grassn-582	
1629	Evenki_Tutonchany-146_foamn-1	Evenki_Tutonchany	146_foamn	s o w iː ś/ʃ a	ilim1234	nan	1768	FOAM	146_foamn-586	
1630	Evenki_Tutonchany-147_sour-1	Evenki_Tutonchany	147_sour	g o t ɨː p tʃ u	ilim1234	nan	1906	SOUR	147_sour-588	
1631	Evenki_Tutonchany-148_full-1	Evenki_Tutonchany	148_full	ď/d a l u m	ilim1234	nan	1429	FULL	148_full-593	
1632	Evenki_Tutonchany-149_dayn-1	Evenki_Tutonchany	149_dayn	t ɨ r g a ɲ iː	ilim1234	nan	1225	DAY (NOT NIGHT)	149_dayn-602	
1633	Evenki_Tutonchany-14_1sgpronoun-1	Evenki_Tutonchany	14_1sgpronoun	b iː	ilim1234	nan	1209	I	14_1sgpronoun-35	
1634	Evenki_Tutonchany-150_sleepv-1	Evenki_Tutonchany	150_sleepv	aː	ilim1234	nan	1585	SLEEP	150_sleepv-603	
1635	Evenki_Tutonchany-151_monthn-1	Evenki_Tutonchany	151_monthn	b eː g a	ilim1234	nan	1370	MONTH	151_monthn-608	
1636	Evenki_Tutonchany-152_white-1	Evenki_Tutonchany	152_white	b a g d a m a	ilim1234	nan	1335	WHITE	152_white-615	
1637	Evenki_Tutonchany-153_sewv-1	Evenki_Tutonchany	153_sewv	u l d ɨː	ilim1234	nan	1457	SEW	153_sewv-616	
1638	Evenki_Tutonchany-154_killv-1	Evenki_Tutonchany	154_killv	w aː	ilim1234	nan	1417	KILL	154_killv-619	
1639	Evenki_Tutonchany-155_jumpv-1	Evenki_Tutonchany	155_jumpv	m i k tʃ aː	ilim1234	nan	1829	JUMP	155_jumpv-633	
1640	Evenki_Tutonchany-156_throatn-1	Evenki_Tutonchany	156_throatn	m o ŋ o n	ilim1234	nan	1346	THROAT	156_throatn-640	
1641	Evenki_Tutonchany-157_woodsforestn-1	Evenki_Tutonchany	157_woodsforestn	m oː l	ilim1234	nan	420	FOREST	157_woodsforestn-642	
1642	Evenki_Tutonchany-158_there-1	Evenki_Tutonchany	158_there	t ɵː l ɵː	ilim1234	nan	1937	THERE	158_there-649	
1643	Evenki_Tutonchany-159_findv-1	Evenki_Tutonchany	159_findv	b a k a	ilim1234	nan	719	FIND	159_findv-651	
1644	Evenki_Tutonchany-15_namen-1	Evenki_Tutonchany	15_namen	g ə r b iː	ilim1234	nan	1405	NAME	15_namen-36	
1645	Evenki_Tutonchany-160_flowv-1	Evenki_Tutonchany	160_flowv	o j ɒː n	ilim1234	nan	2003	FLOW	160_flowv-652	
1646	Evenki_Tutonchany-161_many-1	Evenki_Tutonchany	161_many	k ə t ə	ilim1234	nan	1198	MANY	161_many-664	
1647	Evenki_Tutonchany-162_chewv-1	Evenki_Tutonchany	162_chewv	h əː	ilim1234	nan	321	CHEW	162_chewv-665	
1648	Evenki_Tutonchany-163_swallowv-1	Evenki_Tutonchany	163_swallowv	ɲ i m ŋ ə	ilim1234	nan	897	SWALLOW	163_swallowv-668	
